TEXT_2_WARPOD_SQUADRON,#2 Эскадрилья боевых капсул
TEXT_UNIT_CLOUDCAR,Автомобиль Грозового Облака
TEXT_UNIT_CLOUDCAR_COMPANY,Крыло автомобиля грозовой тучи
TEXT_UNIT_CORELLIAN_CORVETTE,CR90 Корвет
TEXT_UNIT_CORELLIAN_GUNBOAT,ДП20 Фрегат
TEXT_UNIT_CORSEC_TROOPER_ASSAULT_SQUAD,Отряд солдат-карабинеров КорБеза
TEXT_UNIT_CORSEC_TROOPER_CARBINER,Солдат КорБезна-карабинер
TEXT_UNIT_CORSEC_TROOPER_CARBINER_GRENADIER,Солдат КорБеза, карабинер, гренадер
TEXT_UNIT_CORSEC_TROOPER_GUNNER_ION,Ионный солдат КорБеза
TEXT_UNIT_CORSEC_TROOPER_HEAVY_SQUAD,Отряд солдат-стрелков КорБеза
TEXT_UNIT_CORSEC_TROOPER_LT,Лейтенант солдата КорБезна
TEXT_UNIT_CORSEC_TROOPER_PLATOON,Взвод солдат КорБеза
TEXT_UNIT_CORSEC_TROOPER_RIFLEMAN,Солдат КорБеза, стрелок
TEXT_UNIT_CORSEC_TROOPER_RIFLEMAN_GRENADIER,Солдат КорБеза, стрелок, гренадер
TEXT_UNIT_CORSEC_TROOPER_SERGEANT_CARBINER,Солдат КорБеза, стрелок, карабинер
TEXT_UNIT_CORSEC_TROOPER_SERGEANT_RIFLEMAN,Стрелок-сержант КорБеза
TEXT_UNIT_CUSTOMS_CORVETTE,Таможенный легкий корвет
TEXT_UNIT_DESTROYER_DROID_MK1_P,Дроид-разрушитель серии P
TEXT_UNIT_DESTROYER_DROID_MK1_P_COMPANY,Компания дроидов-разрушителей серии P
TEXT_UNIT_DESTROYER_DROID_MK1_Q,Дроид-разрушитель серии Q
TEXT_UNIT_DESTROYER_DROID_MK1_Q_COMPANY,Компания дроидов-эсминцев серии Q
TEXT_UNIT_DESTROYER_DROID_MK1_W,Дроид-разрушитель серии W
TEXT_UNIT_DESTROYER_DROID_MK1_W_COMPANY,Компания дроидов-эсминцев серии W
TEXT_UNIT_DESTROYER_DROID_MK2,Разрушитель Дроид-II
TEXT_UNIT_DESTROYER_DROID_MK2_COMPANY,Рота разрушителей дроидов-II
TEXT_UNIT_DORBULLA,Военный корабль Дор'буллы
TEXT_UNIT_DREADNAUGHT,Дредноут Тяжелый Крейсер
TEXT_UNIT_DREADNAUGHT_CARRIER,Дредноут-тяжелый авианосец
TEXT_UNIT_DREADNAUGHT_GUNBOAT,Канонерская лодка тяжелого крейсера «Дредноут»
TEXT_UNIT_DREADNAUGHT_LASERS,PDF Тяжелый крейсер «Дредноут»
TEXT_UNIT_DREADNAUGHT_REFIT,Переоборудование тяжелого крейсера «Дредноут»
TEXT_UNIT_DRK1_PROBE_DROID,Образец дроида ДРК-1
TEXT_UNIT_DUNELIZARD_FIGHTER,Дюнеящерица-боец
TEXT_UNIT_DUNELIZARD_INTERCEPTOR,Дюнеящерица-перехватчик
TEXT_UNIT_DWARF_SPIDER_DROID,Карликовый дроид-паук
TEXT_UNIT_ELITE_MERCENARY_AT_LIGHT,Элитный Наёмник Лёгкий AT
TEXT_UNIT_ELITE_MERCENARY_SNIPER,Элитный наемный снайпер
TEXT_UNIT_ESPO_WALKER_EARLY,М-91 Военный шагоход
TEXT_UNIT_ESPO_WALKER_EARLY_COMPANY,Военная шагоходная рота М-91
TEXT_UNIT_FIRESPRAY,Патрульный корабль Firespray-31
TEXT_UNIT_FIRESPRAY_BOMBER,Бомбардировщик поддержки Firespray-31
TEXT_UNIT_FIRESPRAY_BOMBER_SQUADRON,Бомбардировочная эскадрилья поддержки Firespray-31
TEXT_UNIT_FIRESPRAY_BOMBER_SQUADRON_HALF,Бомбардировочная эскадрилья поддержки Firespray-31 1/2
TEXT_UNIT_FIRESPRAY_BOMBER_SQUADRON2,Бомбардировочная эскадрилья поддержки Firespray-31 x2
TEXT_UNIT_FIRESPRAY_GUNSHIP,Боевой корабль «Огненный спрей-31»
TEXT_UNIT_FIRESPRAY_GUNSHIP_SQUADRON,Firespray-31 эскадрилья боевых кораблей
TEXT_UNIT_FIRESPRAY_GUNSHIP_SQUADRON_HALF,Firespray-31 Эскадрилья боевых кораблей 1/2
TEXT_UNIT_FIRESPRAY_GUNSHIP_SQUADRON2,Firespray-31 Боевая эскадрилья x2
TEXT_UNIT_FIRESPRAY_SQUADRON,Firespray-31 патрульная ремесленная эскадрилья
TEXT_UNIT_FIRESPRAY_SQUADRON_HALF,Firespray-31 Патрульная эскадрилья 1/2
TEXT_UNIT_FIRESPRAY_SQUADRON2,Firespray-31 патрульная эскадрилья x2
TEXT_UNIT_FLARE_S,Вспышка-S Свуп
TEXT_UNIT_FLARE_S_COMPANY,Компания Flare-S Swoop
TEXT_UNIT_FLASHBLIND,Слепой воздушный спидер
TEXT_UNIT_FLASHBLIND_COMPANY,Крыло аэроспидера со слепым светом
TEXT_UNIT_FORCECULTIST_MINOR,Культист Местной Силы
TEXT_UNIT_FORCECULTIST_MINOR_GRENADE,Гренадер-сектант местных сил
TEXT_UNIT_FORCECULTIST_MINOR_MAJOR_LEADER,Лидер культа местных сил
TEXT_UNIT_FORCECULTIST_MINOR_MINOR_LEADER,Помощник лидера сектантов местных сил
TEXT_UNIT_FORCECULTIST_MINOR_PLATOON,Взвод сектантов местных сил
TEXT_UNIT_FORCECULTIST_MINOR_SQUAD,Отряд сектантов местных сил
TEXT_UNIT_G1,Звездный истребитель G-1
TEXT_UNIT_G9_RIGGER,Легкий грузовой корабль G9 Rigger
TEXT_UNIT_GABA18,Аэрспидер Габа-18
TEXT_UNIT_GABA18_COMPANY,Крыло аэроспидера Габа-18
TEXT_UNIT_GALLEON,Галеон Фрегат
TEXT_UNIT_GALLEON_MINELAYER,Фрегат-минный заградитель Галеон
TEXT_UNIT_GAMMA_6,Штурмовой транспорт Гамма ATR-6
TEXT_UNIT_GAMMA_6_GROUP,Ударно-транспортная группа Гамма ATR-6
TEXT_UNIT_GAMMA_6_SQUADRON,Штурмовая транспортная эскадрилья Гамма ATR-6
TEXT_UNIT_GEONOSIAN_CRUISER,Коливекс Крейсер
TEXT_UNIT_G-HTT_TRANSPORT,Галлофри HTT
TEXT_UNIT_G-HTT_TRANSPORT_COMPANY,Галлофри HTT Крыло
TEXT_UNIT_GIAN,Штурмовой Джиан Спидер
TEXT_UNIT_GIAN_COMPANY,Штурмовая рота Джиана Спидера
TEXT_UNIT_GIAN_PDF,V-19 Джиан Спидер
TEXT_UNIT_GIAN_PDF_COMPANY,Компания V-19 Джиан Спидер
TEXT_UNIT_GIAN_REBEL,Боевой спидер СороСууб
TEXT_UNIT_GIAN_REBEL_COMPANY,Компания боевых спидеров СороСууб
TEXT_UNIT_GLADIATOR,Звездный разрушитель «Гладиатор-I»
TEXT_UNIT_GOZANTI_CRUISER,Гозанти Крейсер
TEXT_UNIT_GOZANTI_CRUISER_GROUP,Группа крейсеров Гозанти
TEXT_UNIT_GOZANTI_CRUISER_SQUADRON,Крейсерская эскадра Гозанти
TEXT_UNIT_H_WING,H-крыло
TEXT_UNIT_HAILFIRE,Дроид-танк «Огненный град»
TEXT_UNIT_HAILFIRE_COMPANY,Танковая рота дроидов «Градный огонь»
TEXT_UNIT_HAILFIRE_RIOT_CONTROL,Дроид-управитель беспорядков «Градовый огонь»
TEXT_UNIT_HAILFIRE_RIOT_CONTROL_COMPANY,Рота дроидов по борьбе с беспорядками «Град»
TEXT_UNIT_HEAVYSCAV_GRENADIER,Тяжелый гренадер-мусорщик
TEXT_UNIT_HEAVYSCAV_GUNNER_HEAVY,Тяжелый мусорщик, тяжелый стрелок
TEXT_UNIT_HEAVYSCAV_LEADER,Тяжелый сержант-мусорщик
TEXT_UNIT_HEAVYSCAV_PLATOON,Тяжелый взвод мусорщиков
TEXT_UNIT_HEAVYSCAV_SQUAD,Тяжелый отряд мусорщиков
TEXT_UNIT_HOUNDSTOOTH,Зуб гончей
TEXT_UNIT_HUTT_AA_SKIFF,Противоводный скиф
TEXT_UNIT_HUTT_AA_SKIFF_COMPANY,Рота противовоздушных скифов
TEXT_UNIT_HUTT_GALLEON,Хатт Галеон Фрегат
TEXT_UNIT_HUTT_VAAT_COMMAND,Заказы VAAT/и боевые корабли
TEXT_UNIT_HUTT_VAAT_COMMANDER,Командир боевого корабля VAAT / e
TEXT_UNIT_I_BEAM,I-BEAM Звездный истребитель
TEXT_UNIT_IMPERIAL_I_FRIGATE,Имперский-I Фрегат
TEXT_UNIT_INQUESTOR,ИнКвестор
TEXT_UNIT_INTERCEPTOR1_FRIGATE,Перехватчик I Массовый крейсер
TEXT_UNIT_INTERCEPTOR2_FRIGATE,Фрегат-перехватчик II
TEXT_UNIT_INTERCEPTOR3_FRIGATE,Фрегат-перехватчик III
TEXT_UNIT_INTERCEPTOR4_FRIGATE,Фрегат-перехватчик IV
TEXT_UNIT_INVINCIBLE,Непобедимый дредноут
TEXT_UNIT_IPV1_GUNBOAT,Канонерская лодка ИПВ-1
TEXT_UNIT_IPV1_SYSTEM,Патрульный корабль ИПВ-1
TEXT_UNIT_JEDI,рыцарь-джедай
TEXT_UNIT_JUGGERNAUT_A4,А4 Джаггернаут
TEXT_UNIT_JUGGERNAUT_A5,А5 Джаггернаут
TEXT_UNIT_JUGGERNAUT_A6,А6 Джаггернаут
TEXT_UNIT_JUVARD_FRIGATE,Джувард Фрегат
TEXT_UNIT_JX30,JX30 Джейлспидер
TEXT_UNIT_JX30_COMPANY,Компания JX30 Джейлспидер
TEXT_UNIT_KALOTH_BATTLECRUISER,Калотский линейный крейсер
TEXT_UNIT_KAPPA_SHUTTLE,Шаттл класса Каппа
TEXT_UNIT_KARABOS,Разрушитель Карабос
TEXT_UNIT_KARAGGA,Разрушитель Карагга
TEXT_UNIT_KIMOGILA,Тяжелый истребитель M12-L Кимогила
TEXT_UNIT_KOMRK_GUNSHIP,Ком'рк Истребитель
TEXT_UNIT_KOMRK_GUNSHIP_GROUP,Ком'ркская истребительная группа
TEXT_UNIT_KOMRK_GUNSHIP_SQUADRON,Ком'ркская истребительная эскадрилья
TEXT_UNIT_KOMRK_TRANSPORT,Комьрк Транспорт
TEXT_UNIT_KOSSAK_FRIGATE,Коссак Фрегат
TEXT_UNIT_KRAYT_GUNSHIP,Боевой корабль М22-Т Крайт
TEXT_UNIT_KRAYT_GUNSHIP_SQUADRON,Эскадрилья боевых кораблей М22-Т Крайт
TEXT_UNIT_KRAYT_GUNSHIP_SQUADRON_HALF,Эскадрилья боевых кораблей М22-Т Крайт 1/2
TEXT_UNIT_KRAYT_GUNSHIP_SQUADRON2,Эскадрилья боевых кораблей М22-Т «Крайт» x2
TEXT_UNIT_KUARI_PRINCESS_LINER,Принцесса Транспортный Крейсер
